juris_id, ecozone,canfi_spec,genus,species,variety,biom_min,biom_max,p_sw_low,p_sb_low,p_br_low,p_fl_low,p_sw_high,p_sb_high,p_br_high,p_fl_high
NU,2,107,PICE,MAR,RUB,0.5037967241,95.944182059,0.5495023887,0.0971383321,0.1667726547,0.1865866244,0.6254661344,0.099998543,0.1410512728,0.1334840497
NU,2,302,ABIE,BAL,,0.0110989923,243.91779568,0.5872073636,0.1056179587,0.1410785232,0.1660961545,0.6548963717,0.1114793808,0.1605017893,0.0731224581
NU,2,602,LARI,LAR,,0.1403888082,167.37603208,0.6625657527,0.0866349036,0.1459771411,0.1048222026,0.7334623179,0.0821899406,0.1257293859,0.0586183556
NU,2,1201,POPU,TRE,,0.0227388855,447.67692129,0.6429161993,0.1450203827,0.1336037998,0.0784596181,0.7179730384,0.1437032521,0.1213219328,0.0170017768
NU,2,1203,POPU,BAL,,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,2,1203,POPU,BAL,BAL,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,2,1203,POPU,BAL,GLA,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,2,1303,BETU,PAP,,0.0240453973,239.53061863,0.6570862582,0.1097048243,0.1607615062,0.0724474113,0.6834043161,0.1137211679,0.164485417,0.038389099
NU,2,1303,BETU,PAP,PAP,0.0240453973,239.53061863,0.6570862582,0.1097048243,0.1607615062,0.0724474113,0.6834043161,0.1137211679,0.164485417,0.038389099
NU,3,101,PICE,MAR,,0.5037967241,95.944182059,0.5495023887,0.0971383321,0.1667726547,0.1865866244,0.6254661344,0.099998543,0.1410512728,0.1334840497
NU,3,105,PICE,GLA,,0.5494716739,227.08834969,0.5910191053,0.083924148,0.1273703705,0.1976863762,0.6642243845,0.0949401676,0.1387500695,0.1020853785
NU,3,107,PICE,MAR,RUB,0.5037967241,95.944182059,0.5495023887,0.0971383321,0.1667726547,0.1865866244,0.6254661344,0.099998543,0.1410512728,0.1334840497
NU,3,302,ABIE,BAL,,0.0110989923,243.91779568,0.5872073636,0.1056179587,0.1410785232,0.1660961545,0.6548963717,0.1114793808,0.1605017893,0.0731224581
NU,3,602,LARI,LAR,,0.1403888082,167.37603208,0.6625657527,0.0866349036,0.1459771411,0.1048222026,0.7334623179,0.0821899406,0.1257293859,0.0586183556
NU,3,1201,POPU,TRE,,0.0227388855,447.67692129,0.6429161993,0.1450203827,0.1336037998,0.0784596181,0.7179730384,0.1437032521,0.1213219328,0.0170017768
NU,3,1203,POPU,BAL,,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,3,1203,POPU,BAL,BAL,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,3,1203,POPU,BAL,GLA,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,3,1303,BETU,PAP,,0.0240453973,239.53061863,0.6570862582,0.1097048243,0.1607615062,0.0724474113,0.6834043161,0.1137211679,0.164485417,0.038389099
NU,3,1303,BETU,PAP,PAP,0.0240453973,239.53061863,0.6570862582,0.1097048243,0.1607615062,0.0724474113,0.6834043161,0.1137211679,0.164485417,0.038389099
NU,5,101,PICE,MAR,,0.5037967241,95.944182059,0.5495023887,0.0971383321,0.1667726547,0.1865866244,0.6254661344,0.099998543,0.1410512728,0.1334840497
NU,5,105,PICE,GLA,,0.5494716739,227.08834969,0.5910191053,0.083924148,0.1273703705,0.1976863762,0.6642243845,0.0949401676,0.1387500695,0.1020853785
NU,5,107,PICE,MAR,RUB,0.5037967241,95.944182059,0.5495023887,0.0971383321,0.1667726547,0.1865866244,0.6254661344,0.099998543,0.1410512728,0.1334840497
NU,5,202,PINU,STR,,1.113903707,326.51780427,0.5940192866,0.0965537008,0.1591688774,0.1502581353,0.6855911562,0.0957011401,0.1701720862,0.0485356175
NU,5,203,PINU,BAN,,0.0051194569,209.96918966,0.670525338,0.0870297753,0.1394932248,0.102951662,0.7532282731,0.0834845016,0.108887343,0.0543998823
NU,5,209,PINU,RES,,4.266383235,293.87828467,0.5941829677,0.0673262493,0.1550658961,0.183424887,0.7235895971,0.0732059858,0.1227597702,0.0804446469
NU,5,302,ABIE,BAL,,0.0110989923,243.91779568,0.5872073636,0.1056179587,0.1410785232,0.1660961545,0.6548963717,0.1114793808,0.1605017893,0.0731224581
NU,5,401,TSUG,CAN,,0.6627673043,362.72048683,0.6086129306,0.134422964,0.1307669021,0.1261972033,0.6691214948,0.1113292906,0.1750420168,0.0445071978
NU,5,602,LARI,LAR,,0.1403888082,167.37603208,0.6625657527,0.0866349036,0.1459771411,0.1048222026,0.7334623179,0.0821899406,0.1257293859,0.0586183556
NU,5,701,THUJ,OCC,,0.4481103241,249.13827761,0.6207685244,0.0905658811,0.1684153522,0.1202502423,0.6548336107,0.09263388,0.1847387369,0.0677937724
NU,5,801,JUNI,VIR,,0.4481103241,249.13827761,0.6207685244,0.0905658811,0.1684153522,0.1202502423,0.6548336107,0.09263388,0.1847387369,0.0677937724
NU,5,1201,POPU,TRE,,0.0227388855,447.67692129,0.6429161993,0.1450203827,0.1336037998,0.0784596181,0.7179730384,0.1437032521,0.1213219328,0.0170017768
NU,5,1203,POPU,BAL,,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,5,1203,POPU,BAL,BAL,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,5,1203,POPU,BAL,GLA,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,5,1211,POPU,BAL,GRA,0.0227388855,447.67692129,0.6433628086,0.1420161506,0.1397927273,0.0748283135,0.7131820253,0.1344200829,0.1375877912,0.0148101006
NU,5,1301,BETU,ALL,,0.2400911343,409.80652541,0.6138323076,0.0915455088,0.2366584982,0.0579636854,0.603648789,0.0805770158,0.2951420031,0.0206321921
NU,5,1303,BETU,PAP,,0.0240453973,239.53061863,0.6570862582,0.1097048243,0.1607615062,0.0724474113,0.6834043161,0.1137211679,0.164485417,0.038389099
NU,5,1303,BETU,PAP,PAP,0.0240453973,239.53061863,0.6570862582,0.1097048243,0.1607615062,0.0724474113,0.6834043161,0.1137211679,0.164485417,0.038389099
NU,5,1401,ACER,SAH,,0.0960365166,369.35888468,0.6487674904,0.0890504092,0.2020306854,0.060151415,0.6748280884,0.0713284387,0.2384256778,0.0154177951
NU,5,1405,ACER,RUB,,0.0756451067,310.25531838,0.6705007434,0.0935160524,0.1699255018,0.0660577024,0.6811713339,0.0798549371,0.2117571512,0.0272165778
NU,5,1550,GENH,SPP,,0.4623822008,321.425955,0.6933789305,0.1128877597,0.0941723585,0.0995609514,0.6699648732,0.0645379407,0.2473583372,0.0181388489
NU,15,101,PICE,MAR,,0.5022183327,178.12873969,0.5732040939,0.1017336729,0.1459414145,0.1791208187,0.6797715846,0.1053908895,0.1174911256,0.0973464003
NU,15,105,PICE,GLA,,0.5494716739,227.08834969,0.5910191053,0.083924148,0.1273703705,0.1976863762,0.6642243845,0.0949401676,0.1387500695,0.1020853785
NU,15,107,PICE,MAR,RUB,0.5022183327,178.12873969,0.5732040939,0.1017336729,0.1459414145,0.1791208187,0.6797715846,0.1053908895,0.1174911256,0.0973464003
NU,15,202,PINU,STR,,1.113903707,326.51780427,0.5940192866,0.0965537008,0.1591688774,0.1502581353,0.6855911562,0.0957011401,0.1701720862,0.0485356175
NU,15,203,PINU,BAN,,0.8344775212,107.34481238,0.5743323834,0.1016800649,0.1737201805,0.1502673712,0.7277306397,0.0844913696,0.1025523412,0.0852256495
NU,15,209,PINU,RES,,4.266383235,293.87828467,0.5941829677,0.0673262493,0.1550658961,0.183424887,0.7235895971,0.0732059858,0.1227597702,0.0804446469
NU,15,302,ABIE,BAL,,0.0110989923,243.91779568,0.5872073636,0.1056179587,0.1410785232,0.1660961545,0.6548963717,0.1114793808,0.1605017893,0.0731224581
NU,15,401,TSUG,CAN,,0.6627673043,362.72048683,0.6086129306,0.134422964,0.1307669021,0.1261972033,0.6691214948,0.1113292906,0.1750420168,0.0445071978
NU,15,602,LARI,LAR,,0.1403888082,167.37603208,0.6625657527,0.0866349036,0.1459771411,0.1048222026,0.7334623179,0.0821899406,0.1257293859,0.0586183556
NU,15,701,THUJ,OCC,,0.4481103241,249.13827761,0.6207685244,0.0905658811,0.1684153522,0.1202502423,0.6548336107,0.09263388,0.1847387369,0.0677937724
NU,15,801,JUNI,VIR,,0.4481103241,249.13827761,0.6207685244,0.0905658811,0.1684153522,0.1202502423,0.6548336107,0.09263388,0.1847387369,0.0677937724
NU,15,1201,POPU,TRE,,0.0227388855,447.67692129,0.6429161993,0.1450203827,0.1336037998,0.0784596181,0.7179730384,0.1437032521,0.1213219328,0.0170017768
NU,15,1203,POPU,BAL,,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,15,1203,POPU,BAL,BAL,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,15,1203,POPU,BAL,GLA,1.0954421798,347.58754833,0.6528351612,0.1519072832,0.1564628609,0.0387946947,0.7189802388,0.112312405,0.1489949039,0.0197124523
NU,15,1211,POPU,BAL,GRA,0.0227388855,447.67692129,0.6433628086,0.1420161506,0.1397927273,0.0748283135,0.7131820253,0.1344200829,0.1375877912,0.0148101006
NU,15,1301,BETU,ALL,,0.2400911343,409.80652541,0.6138323076,0.0915455088,0.2366584982,0.0579636854,0.603648789,0.0805770158,0.2951420031,0.0206321921
NU,15,1303,BETU,PAP,,0.0240453973,239.53061863,0.6570862582,0.1097048243,0.1607615062,0.0724474113,0.6834043161,0.1137211679,0.164485417,0.038389099
NU,15,1303,BETU,PAP,PAP,0.0240453973,239.53061863,0.6570862582,0.1097048243,0.1607615062,0.0724474113,0.6834043161,0.1137211679,0.164485417,0.038389099
NU,15,1401,ACER,SAH,,0.0960365166,369.35888468,0.6487674904,0.0890504092,0.2020306854,0.060151415,0.6748280884,0.0713284387,0.2384256778,0.0154177951
NU,15,1405,ACER,RUB,,0.0756451067,310.25531838,0.6705007434,0.0935160524,0.1699255018,0.0660577024,0.6811713339,0.0798549371,0.2117571512,0.0272165778
NU,15,1550,GENH,SPP,,0.4623822008,321.425955,0.6933789305,0.1128877597,0.0941723585,0.0995609514,0.6699648732,0.0645379407,0.2473583372,0.0181388489
ON,5,1301,BETU,ALL,,0.2400911343,409.80652541,0.613376298,0.0913580878,0.2379148549,0.0573507593,0.6035039928,0.0805090316,0.2954230656,0.0205639101
ON,5,1405,ACER,RUB,,0.0756451067,310.25531838,0.670514547,0.0928594129,0.1697489659,0.0668770742,0.6811625709,0.079590111,0.2117779237,0.0274693944
ON,6,100,PICE,SPP,,0.6234773258,150.74825,0.1367361496,0.0325920866,0.0392671602,0.7914046035,0.70785281,0.0939830456,0.1139239966,0.0842401478
ON,6,101,PICE,MAR,,0.0533217501,231.74811142,0.5162761984,0.0987056816,0.1507439708,0.2342741492,0.7494340814,0.1036118631,0.0878871175,0.059066938
ON,6,103,PICE,ABI,,0.1396691957,247.94775179,0.6555865609,0.1083706337,0.1469073268,0.0891354787,0.6653579143,0.0828557377,0.1975502079,0.0542361401
ON,6,105,PICE,GLA,,0.6234773258,150.74825,0.1367361496,0.0325920866,0.0392671602,0.7914046035,0.70785281,0.0939830456,0.1139239966,0.0842401478
ON,6,202,PINU,STR,,36.22325,391.16622629,0.5991676557,0.105172748,0.1944916702,0.1011679261,0.7180889781,0.0958377802,0.1381130688,0.047960173
ON,6,203,PINU,BAN,,0.0369035738,217.94072815,0.4929606666,0.1030439777,0.1689515954,0.2350437604,0.7907914308,0.0783093191,0.0834431235,0.0474561266
ON,6,204,PINU,CON,,0.0369035738,217.94072815,0.4929606666,0.1030439777,0.1689515954,0.2350437604,0.7907914308,0.0783093191,0.0834431235,0.0474561266
ON,6,204,PINU,CON,LAT,0.0369035738,217.94072815,0.4929606666,0.1030439777,0.1689515954,0.2350437604,0.7907914308,0.0783093191,0.0834431235,0.0474561266
ON,6,209,PINU,RES,,0.361485939,374.53301501,0.4147130586,0.0758375056,0.1164570956,0.3929923402,0.7989500376,0.0557174473,0.089754642,0.0555778731
ON,6,210,PINU,RIG,,0.361485939,374.53301501,0.4147130586,0.0758375056,0.1164570956,0.3929923402,0.7989500376,0.0557174473,0.089754642,0.0555778731
ON,6,211,PINU,SYL,,0.361485939,374.53301501,0.4147130586,0.0758375056,0.1164570956,0.3929923402,0.7989500376,0.0557174473,0.089754642,0.0555778731
ON,6,300,ABIE,SPP,,0.1283392948,163.84214814,0.3033467443,0.0644815212,0.1355331133,0.4966386212,0.6964205864,0.1253031692,0.1043693934,0.073906851
ON,6,302,ABIE,BAL,,0.1283392948,163.84214814,0.3033467443,0.0644815212,0.1355331133,0.4966386212,0.6964205864,0.1253031692,0.1043693934,0.073906851
ON,6,401,TSUG,CAN,,0.6627673043,362.72048683,0.6087245482,0.1349125724,0.1297279044,0.126634975,0.6689630695,0.1114709198,0.1749208799,0.0446451309
ON,6,602,LARI,LAR,,0.1403888082,167.37603208,0.6619142956,0.0868075385,0.1463694041,0.1049087618,0.7333859835,0.0821955686,0.1257954337,0.0586230143
ON,6,700,THUJ,SPP,,2.621793164,279.62983905,0.5228791606,0.0797957254,0.2033208848,0.1940042292,0.7015687945,0.0962289422,0.1299355253,0.072266738
ON,6,701,THUJ,OCC,,2.621793164,279.62983905,0.5228791606,0.0797957254,0.2033208848,0.1940042292,0.7015687945,0.0962289422,0.1299355253,0.072266738
ON,6,801,JUNI,VIR,,2.621793164,279.62983905,0.5228791606,0.0797957254,0.2033208848,0.1940042292,0.7015687945,0.0962289422,0.1299355253,0.072266738
ON,6,1200,POPU,SPP,,0.0343459458,318.545909,0.5033292444,0.1084121697,0.151302237,0.2369563489,0.7405905945,0.1413386254,0.1010865022,0.0169842778
ON,6,1201,POPU,TRE,,0.0343459458,318.545909,0.5033292444,0.1084121697,0.151302237,0.2369563489,0.7405905945,0.1413386254,0.1010865022,0.0169842778
ON,6,1203,POPU,BAL,,0.3020646791,240.71237454,0.4147907589,0.1143070041,0.4009364096,0.0699658273,0.7353846499,0.1194448566,0.1288750594,0.0162954341
ON,6,1203,POPU,BAL,BAL,0.3020646791,240.71237454,0.4147907589,0.1143070041,0.4009364096,0.0699658273,0.7353846499,0.1194448566,0.1288750594,0.0162954341
ON,6,1203,POPU,BAL,GLA,0.3020646791,240.71237454,0.4147907589,0.1143070041,0.4009364096,0.0699658273,0.7353846499,0.1194448566,0.1288750594,0.0162954341
ON,6,1205,POPU,DEL,,1.0954421798,347.58754833,0.6541604023,0.1506272815,0.1566864334,0.0385258828,0.719161883,0.1121417672,0.1490121033,0.0196842465
ON,6,1205,POPU,DEL,DEL,1.0954421798,347.58754833,0.6541604023,0.1506272815,0.1566864334,0.0385258828,0.719161883,0.1121417672,0.1490121033,0.0196842465
ON,6,1206,POPU,GRA,,0.1499022322,430.68045851,0.6335694188,0.182928967,0.1045192195,0.0789823947,0.7117479817,0.1316168649,0.1409687925,0.015666361
ON,6,1301,BETU,ALL,,0.2400911343,409.80652541,0.613376298,0.0913580878,0.2379148549,0.0573507593,0.6035039928,0.0805090316,0.2954230656,0.0205639101
ON,6,1303,BETU,PAP,,0.1863199331,207.65005138,0.5472382928,0.0876101655,0.1805683845,0.1845831572,0.7015679072,0.1119715991,0.1451853904,0.0412751033
ON,6,1303,BETU,PAP,PAP,0.1863199331,207.65005138,0.5472382928,0.0876101655,0.1805683845,0.1845831572,0.7015679072,0.1119715991,0.1451853904,0.0412751033
ON,6,1304,BETU,POP,,0.1863199331,207.65005138,0.5472382928,0.0876101655,0.1805683845,0.1845831572,0.7015679072,0.1119715991,0.1451853904,0.0412751033
ON,6,1400,ACER,SPP,,0.0960365166,369.35888468,0.6496526478,0.0882777896,0.2021966203,0.0598729422,0.6749197572,0.0713243205,0.2383125476,0.0154433747
ON,6,1401,ACER,SAH,,0.0960365166,369.35888468,0.6496526478,0.0882777896,0.2021966203,0.0598729422,0.6749197572,0.0713243205,0.2383125476,0.0154433747
ON,6,1404,ACER,NEG,,0.0011969698,369.35888468,0.6681575379,0.0990302683,0.158087808,0.0747243857,0.6731896696,0.0696126056,0.2440353252,0.0131623995
ON,6,1405,ACER,RUB,,0.0756451067,310.25531838,0.670514547,0.0928594129,0.1697489659,0.0668770742,0.6811625709,0.079590111,0.2117779237,0.0274693944
ON,6,1406,ACER,SAC,,0.0960365166,369.35888468,0.6496526478,0.0882777896,0.2021966203,0.0598729422,0.6749197572,0.0713243205,0.2383125476,0.0154433747
ON,6,1601,CARY,COR,,40.250570087,170.04357358,0.6601772858,0.0989128531,0.2028135289,0.0380963322,0.6331761535,0.0860410022,0.2437496427,0.0370332016
ON,6,1701,JUGL,CIN,,117.86968204,254.95654731,0.6276332165,0.0835700034,0.2509972208,0.0377995593,0.5609108287,0.0670897204,0.3455879839,0.0264114671
ON,6,1702,JUGL,NIG,,117.86968204,254.95654731,0.6276332165,0.0835700034,0.2509972208,0.0377995593,0.5609108287,0.0670897204,0.3455879839,0.0264114671
ON,6,1900,OSTR,VIR,,0.7108236506,219.54718332,0.667255684,0.1068491508,0.1800169679,0.0458781973,0.6363776866,0.0842867737,0.2440592047,0.0352763351
ON,6,1900,OSTR,SPP,,0.7108236506,219.54718332,0.667255684,0.1068491508,0.1800169679,0.0458781973,0.6363776866,0.0842867737,0.2440592047,0.0352763351
ON,6,1950,CARP,CAR,,0.7108236506,219.54718332,0.667255684,0.1068491508,0.1800169679,0.0458781973,0.6363776866,0.0842867737,0.2440592047,0.0352763351
ON,6,1950,CARP,SPP,,0.7108236506,219.54718332,0.667255684,0.1068491508,0.1800169679,0.0458781973,0.6363776866,0.0842867737,0.2440592047,0.0352763351
ON,6,2000,FAGU,GRA,,2.1054689386,313.68458126,0.6917781659,0.0687163181,0.1972051803,0.0423003357,0.6936637314,0.0591579178,0.2288373283,0.0183410225
ON,6,2100,QUER,SPP,,6.8980853562,321.425955,0.6662706608,0.1240665207,0.1575800987,0.0520827198,0.6475776876,0.0752147897,0.2562684478,0.0209390749
ON,6,2101,QUER,ALB,,6.8980853562,321.425955,0.6662706608,0.1240665207,0.1575800987,0.0520827198,0.6475776876,0.0752147897,0.2562684478,0.0209390749
ON,6,2102,QUER,BIC,,6.8980853562,321.425955,0.6662706608,0.1240665207,0.1575800987,0.0520827198,0.6475776876,0.0752147897,0.2562684478,0.0209390749
ON,6,2104,QUER,MAC,,6.8980853562,321.425955,0.6662706608,0.1240665207,0.1575800987,0.0520827198,0.6475776876,0.0752147897,0.2562684478,0.0209390749
ON,6,2108,QUER,RUB,,6.8980853562,321.425955,0.6662706608,0.1240665207,0.1575800987,0.0520827198,0.6475776876,0.0752147897,0.2562684478,0.0209390749
ON,6,2200,ULMU,SPP,,6.2859554328,109.31194821,0.6933973129,0.0993134433,0.1668294523,0.0404597916,0.7028760843,0.1002687492,0.1622198183,0.0346353481
ON,6,2201,ULMU,AME,,6.2859554328,109.31194821,0.6933973129,0.0993134433,0.1668294523,0.0404597916,0.7028760843,0.1002687492,0.1622198183,0.0346353481
ON,6,2600,SASS,ALB,,0.3020646791,240.71237454,0.4147907589,0.1143070041,0.4009364096,0.0699658273,0.7353846499,0.1194448566,0.1288750594,0.0162954341
ON,6,2700,PLAT,OCC,,6.0324733654,259.62202805,0.6587494074,0.1330055174,0.1607807411,0.0474643341,0.6870689597,0.1078684464,0.1818981192,0.0231644747
ON,6,2801,PRUN,SER,,2.4184728432,241.25033726,0.7192133024,0.1072799807,0.1445698597,0.0289368572,0.6703873689,0.0921556641,0.2177644631,0.0196925038
ON,6,2802,PRUN,PEN,,0.6120013988,124.63608495,0.7162099158,0.0461402236,0.1220906828,0.1155591778,0.6967193339,0.0642582263,0.1733640196,0.0656584201
ON,6,2804,PRUN,VIR,,0.6120013988,124.63608495,0.7162099158,0.0461402236,0.1220906828,0.1155591778,0.6967193339,0.0642582263,0.1733640196,0.0656584201
ON,6,2804,PRUN,VIR,VIR,0.6120013988,124.63608495,0.7162099158,0.0461402236,0.1220906828,0.1155591778,0.6967193339,0.0642582263,0.1733640196,0.0656584201
ON,6,2900,GLED,TRI,,6.0324733654,259.62202805,0.6587494074,0.1330055174,0.1607807411,0.0474643341,0.6870689597,0.1078684464,0.1818981192,0.0231644747
ON,6,2901,ROBI,PSE,,6.0324733654,259.62202805,0.6587494074,0.1330055174,0.1607807411,0.0474643341,0.6870689597,0.1078684464,0.1818981192,0.0231644747
ON,6,3000,TILI,AME,,6.0324733654,259.62202805,0.6587494074,0.1330055174,0.1607807411,0.0474643341,0.6870689597,0.1078684464,0.1818981192,0.0231644747
ON,6,3400,FRAX,SPP,,2.0808644199,208.18360254,0.7325662018,0.1119331999,0.1157211476,0.0397794507,0.7238874573,0.0953939191,0.150531431,0.0301871927
ON,6,3401,FRAX,AME,,10.777539217,249.93130267,0.6707511085,0.0965668097,0.2016212149,0.0310608669,0.6725155025,0.0838131594,0.2235852878,0.0200860504
ON,6,3402,FRAX,NIG,,2.0808644199,208.18360254,0.7325662018,0.1119331999,0.1157211476,0.0397794507,0.7238874573,0.0953939191,0.150531431,0.0301871927
ON,6,3403,FRAX,PEN,,2.0808644199,208.18360254,0.7325662018,0.1119331999,0.1157211476,0.0397794507,0.7238874573,0.0953939191,0.150531431,0.0301871927
ON,6,3405,FRAX,PEN,SUB,2.0808644199,208.18360254,0.7325662018,0.1119331999,0.1157211476,0.0397794507,0.7238874573,0.0953939191,0.150531431,0.0301871927
ON,6,3405,FRAX,PEN,,2.0808644199,208.18360254,0.7325662018,0.1119331999,0.1157211476,0.0397794507,0.7238874573,0.0953939191,0.150531431,0.0301871927
ON,6,3500,SALI,SPP,,0.4623822008,94.751117224,0.6505609194,0.1495443572,0.1310769733,0.0688177501,0.692681245,0.1446489625,0.1214468921,0.0412229004
ON,6,3501,SALI,NIG,,0.4623822008,94.751117224,0.6505609194,0.1495443572,0.1310769733,0.0688177501,0.692681245,0.1446489625,0.1214468921,0.0412229004
ON,6,3960,SORB,SPP,,15.825317399,162.02590496,0.7150081792,0.0702521485,0.1343912038,0.0803484685,0.6901169099,0.0783225091,0.1653663161,0.0661942649
ON,6,3980,CAST,DEN,,2.1054689386,313.68458126,0.6917781659,0.0687163181,0.1972051803,0.0423003357,0.6936637314,0.0591579178,0.2288373283,0.0183410225
ON,6,3990,ASIM,TRI,,0.6120013988,124.63608495,0.7162099158,0.0461402236,0.1220906828,0.1155591778,0.6967193339,0.0642582263,0.1733640196,0.0656584201
ON,7,1301,BETU,ALL,,0.8521340821,362.46004929,0.5745017922,0.09876384,0.2817290592,0.0450053087,0.6467408364,0.094715121,0.2381605946,0.020383448
ON,7,1405,ACER,RUB,,0.4636571734,404.41807353,0.6745468839,0.1202989848,0.1574507072,0.0477034241,0.7121140844,0.0743746928,0.1944645776,0.0190466452
ON,7,1900,OSTR,VIR,,0.7108236506,219.54718332,0.667255684,0.1068491508,0.1800169679,0.0458781973,0.6363776866,0.0842867737,0.2440592047,0.0352763351
ON,7,1900,OSTR,SPP,,0.7108236506,219.54718332,0.667255684,0.1068491508,0.1800169679,0.0458781973,0.6363776866,0.0842867737,0.2440592047,0.0352763351
ON,7,1950,CARP,CAR,,0.7108236506,219.54718332,0.667255684,0.1068491508,0.1800169679,0.0458781973,0.6363776866,0.0842867737,0.2440592047,0.0352763351
ON,7,1950,CARP,SPP,,0.7108236506,219.54718332,0.667255684,0.1068491508,0.1800169679,0.0458781973,0.6363776866,0.0842867737,0.2440592047,0.0352763351
ON,7,3930,MALU,SPP,,4.3252502914,135.31782163,0.7555088096,0.0282008559,0.1140835344,0.1022068001,0.7697752978,0.0247275326,0.1289858783,0.0765112913
ON,7,3930,MALU,FUS,,4.3252502914,135.31782163,0.7555088096,0.0282008559,0.1140835344,0.1022068001,0.7697752978,0.0247275326,0.1289858783,0.0765112913
ON,7,3930,MALU,COR,,4.3252502914,135.31782163,0.7555088096,0.0282008559,0.1140835344,0.1022068001,0.7697752978,0.0247275326,0.1289858783,0.0765112913
ON,8,100,PICE,SPP,,0.6234773258,150.74825,0.1367361496,0.0325920866,0.0392671602,0.7914046035,0.70785281,0.0939830456,0.1139239966,0.0842401478
ON,8,101,PICE,MAR,,0.0533217501,231.74811142,0.5162761984,0.0987056816,0.1507439708,0.2342741492,0.7494340814,0.1036118631,0.0878871175,0.059066938
ON,8,103,PICE,ABI,,0.9290233703,167.32986743,0.7356566489,0.0972666958,0.0977301326,0.0693465228,0.6909319581,0.0706447316,0.1364833684,0.1019399419
ON,8,105,PICE,GLA,,0.6234773258,150.74825,0.1367361496,0.0325920866,0.0392671602,0.7914046035,0.70785281,0.0939830456,0.1139239966,0.0842401478
ON,8,202,PINU,STR,,36.22325,391.16622629,0.5991676557,0.105172748,0.1944916702,0.1011679261,0.7180889781,0.0958377802,0.1381130688,0.047960173
ON,8,203,PINU,BAN,,0.0369035738,217.94072815,0.4929606666,0.1030439777,0.1689515954,0.2350437604,0.7907914308,0.0783093191,0.0834431235,0.0474561266
ON,8,204,PINU,CON,,0.0369035738,217.94072815,0.4929606666,0.1030439777,0.1689515954,0.2350437604,0.7907914308,0.0783093191,0.0834431235,0.0474561266
ON,8,204,PINU,CON,LAT,0.0369035738,217.94072815,0.4929606666,0.1030439777,0.1689515954,0.2350437604,0.7907914308,0.0783093191,0.0834431235,0.0474561266
ON,8,209,PINU,RES,,0.361485939,374.53301501,0.4147130586,0.0758375056,0.1164570956,0.3929923402,0.7989500376,0.0557174473,0.089754642,0.0555778731
ON,8,210,PINU,RIG,,0.361485939,374.53301501,0.4147130586,0.0758375056,0.1164570956,0.3929923402,0.7989500376,0.0557174473,0.089754642,0.0555778731
ON,8,211,PINU,SYL,,0.361485939,374.53301501,0.4147130586,0.0758375056,0.1164570956,0.3929923402,0.7989500376,0.0557174473,0.089754642,0.0555778731
ON,8,300,ABIE,SPP,,0.1283392948,163.84214814,0.3033467443,0.0644815212,0.1355331133,0.4966386212,0.6964205864,0.1253031692,0.1043693934,0.073906851
ON,8,302,ABIE,BAL,,0.1283392948,163.84214814,0.3033467443,0.0644815212,0.1355331133,0.4966386212,0.6964205864,0.1253031692,0.1043693934,0.073906851
ON,8,401,TSUG,CAN,,1.232243691,272.88336605,0.630884067,0.1197230017,0.1576941847,0.0916987466,0.6744094867,0.1056947886,0.1674663814,0.0524293433
ON,8,602,LARI,LAR,,2.5370340661,181.11401034,0.7415434221,0.0917624961,0.0771859995,0.0895080823,0.7625234128,0.0762030136,0.0946122073,0.0666613664
ON,8,700,THUJ,SPP,,2.621793164,279.62983905,0.5228791606,0.0797957254,0.2033208848,0.1940042292,0.7015687945,0.0962289422,0.1299355253,0.072266738
ON,8,701,THUJ,OCC,,2.621793164,279.62983905,0.5228791606,0.0797957254,0.2033208848,0.1940042292,0.7015687945,0.0962289422,0.1299355253,0.072266738
ON,8,801,JUNI,VIR,,2.621793164,279.62983905,0.5228791606,0.0797957254,0.2033208848,0.1940042292,0.7015687945,0.0962289422,0.1299355253,0.072266738
