"Species","parameter","estimate","NaturalSubregionNum","NaturalSubregionCode","Subregion"
"PINU.CON","a2",1.000765,"5","PAD","PAD"
"PINU.CON","a2",1.000765,"12","AP","AP"
"PINU.CON","a2",1.000765,"13","KU","KU"
"PINU.CON","a2",1.000765,"15","PRP","PRP"
"PINU.CON","a2",1.000765,"16","CP","CP"
"PINU.CON","a2",0.998735,NA,"Province","Province"
"PINU.CON","b1",0.568347,"7","ALP","ALP"
"PINU.CON","b1",0.568347,"8","SA","SA"
"PINU.CON","b1",0.766747,"6","LBH","LBH"
"PINU.CON","b1",0.766747,"9","M","M"
"PINU.CON","b1",0.766747,"11","LF","LF"
"PINU.CON","b1",0.766747,"14","FP","FP"
"PINU.CON","b1",0.596193,"4","BSA","BSA"
"PINU.CON","b1",0.596193,"10","UF","UF"
"PINU.CON","b1",0.256633,"1","CM","CM"
"PINU.CON","b1",0.256633,"2","DMW","DMW"
"PINU.CON","b1",0.256633,"3","NM","NM"
"PINU.CON","b1",0.256633,"5","PAD","PAD"
"PINU.CON","b1",0.256633,"12","AP","AP"
"PINU.CON","b1",0.256633,"13","KU","KU"
"PINU.CON","b1",0.256633,"15","PRP","PRP"
"PINU.CON","b1",0.256633,"16","CP","CP"
"PINU.CON","b1",0.675759,NA,"Province","Province"
"PINU.CON","b2",-0.125114,"7","ALP","ALP"
"PINU.CON","b2",-0.125114,"8","SA","SA"
"PINU.CON","b2",-0.140758,"6","LBH","LBH"
"PINU.CON","b2",-0.140758,"9","M","M"
"PINU.CON","b2",-0.140758,"11","LF","LF"
"PINU.CON","b2",-0.140758,"14","FP","FP"
"PINU.CON","b2",-0.118777,"4","BSA","BSA"
"PINU.CON","b2",-0.118777,"10","UF","UF"
"PINU.CON","b2",-0.049091,"1","CM","CM"
"PINU.CON","b2",-0.049091,"2","DMW","DMW"
"PINU.CON","b2",-0.049091,"3","NM","NM"
"PINU.CON","b2",-0.049091,"5","PAD","PAD"
"PINU.CON","b2",-0.049091,"12","AP","AP"
"PINU.CON","b2",-0.049091,"13","KU","KU"
"PINU.CON","b2",-0.049091,"15","PRP","PRP"
"PINU.CON","b2",-0.049091,"16","CP","CP"
"PINU.CON","b2",-0.130313,NA,"Province","Province"
"PINU.CON","b3",0.610085,"7","ALP","ALP"
"PINU.CON","b3",0.610085,"8","SA","SA"
"PINU.CON","b3",0.666037,"6","LBH","LBH"
"PINU.CON","b3",0.666037,"9","M","M"
"PINU.CON","b3",0.666037,"11","LF","LF"
"PINU.CON","b3",0.666037,"14","FP","FP"
"PINU.CON","b3",0.465591,"4","BSA","BSA"
"PINU.CON","b3",0.465591,"10","UF","UF"
"PINU.CON","b3",-0.252118,"1","CM","CM"
"PINU.CON","b3",-0.252118,"2","DMW","DMW"
"PINU.CON","b3",-0.252118,"3","NM","NM"
"PINU.CON","b3",-0.252118,"5","PAD","PAD"
"PINU.CON","b3",-0.252118,"12","AP","AP"
"PINU.CON","b3",-0.252118,"13","KU","KU"
"PINU.CON","b3",-0.252118,"15","PRP","PRP"
"PINU.CON","b3",-0.252118,"16","CP","CP"
"PINU.CON","b3",0.570634,NA,"Province","Province"
"PINU.CON","b4",-0.238442,"7","ALP","ALP"
"PINU.CON","b4",-0.238442,"8","SA","SA"
"PINU.CON","b4",-0.35505,"6","LBH","LBH"
"PINU.CON","b4",-0.35505,"9","M","M"
"PINU.CON","b4",-0.35505,"11","LF","LF"
"PINU.CON","b4",-0.35505,"14","FP","FP"
"PINU.CON","b4",-0.196176,"4","BSA","BSA"
"PINU.CON","b4",-0.196176,"10","UF","UF"
"PINU.CON","b4",0.174267,"1","CM","CM"
"PINU.CON","b4",0.174267,"2","DMW","DMW"
"PINU.CON","b4",0.174267,"3","NM","NM"
"PINU.CON","b4",0.174267,"5","PAD","PAD"
"PINU.CON","b4",0.174267,"12","AP","AP"
"PINU.CON","b4",0.174267,"13","KU","KU"
"PINU.CON","b4",0.174267,"15","PRP","PRP"
"PINU.CON","b4",0.174267,"16","CP","CP"
"PINU.CON","b4",-0.275457,NA,"Province","Province"
"PINU.CON","b5",0.045398,"7","ALP","ALP"
"PINU.CON","b5",0.045398,"8","SA","SA"
"PINU.CON","b5",0.13214,"6","LBH","LBH"
"PINU.CON","b5",0.13214,"9","M","M"
"PINU.CON","b5",0.13214,"11","LF","LF"
"PINU.CON","b5",0.13214,"14","FP","FP"
"PINU.CON","b5",0.083094,"4","BSA","BSA"
"PINU.CON","b5",0.083094,"10","UF","UF"
"PINU.CON","b5",0.123722,"1","CM","CM"
"PINU.CON","b5",0.123722,"2","DMW","DMW"
"PINU.CON","b5",0.123722,"3","NM","NM"
"PINU.CON","b5",0.123722,"5","PAD","PAD"
"PINU.CON","b5",0.123722,"12","AP","AP"
"PINU.CON","b5",0.123722,"13","KU","KU"
"PINU.CON","b5",0.123722,"15","PRP","PRP"
"PINU.CON","b5",0.123722,"16","CP","CP"
"PINU.CON","b5",0.105403,NA,"Province","Province"
"PINU.BAN","a0",0.940832,NA,"Province","Province"
"PSEU.MEN","a0",0.913153,NA,"Province","Province"
"BETU.PAP","a0",0.894358,NA,"Province","Province"
"LARI.LAR","a0",0.933517,NA,"Province","Province"
"PICE.ENG","a0",1.072576,NA,"Province","Province"
"PINU.BAN","a1",0.955575,NA,"Province","Province"
"PSEU.MEN","a1",0.964386,NA,"Province","Province"
"BETU.PAP","a1",1.007721,NA,"Province","Province"
"LARI.LAR","a1",0.965471,NA,"Province","Province"
"PICE.ENG","a1",0.897766,NA,"Province","Province"
"PINU.BAN","a2",0.999333,NA,"Province","Province"
"PSEU.MEN","a2",0.998391,NA,"Province","Province"
"BETU.PAP","a2",0.991384,NA,"Province","Province"
"LARI.LAR","a2",0.998393,NA,"Province","Province"
"PICE.ENG","a2",1.001919,NA,"Province","Province"
"PINU.BAN","b1",0.116311,NA,"Province","Province"
"PSEU.MEN","b1",1.386315,NA,"Province","Province"
"BETU.PAP","b1",-0.483072,NA,"Province","Province"
"LARI.LAR","b1",2.079455,NA,"Province","Province"
"PICE.ENG","b1",1.301834,NA,"Province","Province"
"PINU.BAN","b2",-0.028172,NA,"Province","Province"
"PSEU.MEN","b2",-0.286495,NA,"Province","Province"
"BETU.PAP","b2",0.155593,NA,"Province","Province"
"LARI.LAR","b2",-0.462028,NA,"Province","Province"
"PICE.ENG","b2",-0.305439,NA,"Province","Province"
"PINU.BAN","b3",-0.384427,NA,"Province","Province"
"PSEU.MEN","b3",1.783899,NA,"Province","Province"
"BETU.PAP","b3",-2.273122,NA,"Province","Province"
"LARI.LAR","b3",3.732057,NA,"Province","Province"
"PICE.ENG","b3",2.265717,NA,"Province","Province"
"PINU.BAN","b4",0.304055,NA,"Province","Province"
"PSEU.MEN","b4",-0.916932,NA,"Province","Province"
"BETU.PAP","b4",1.326501,NA,"Province","Province"
"LARI.LAR","b4",-1.950194,NA,"Province","Province"
"PICE.ENG","b4",-1.119671,NA,"Province","Province"
"PINU.BAN","b5",0.072192,NA,"Province","Province"
"PSEU.MEN","b5",0.05883,NA,"Province","Province"
"BETU.PAP","b5",0.168897,NA,"Province","Province"
"LARI.LAR","b5",0.190425,NA,"Province","Province"
"PICE.ENG","b5",0.123519,NA,"Province","Province"
